antecedent,consequent,support,confidence,lift
{4},"{18, 6}",0.166,0.42,1.099
{6},"{18, 4}",0.166,0.316,1.087
"{4, 6}",{18},0.166,0.744,1.055
{18},"{4, 6}",0.166,0.236,1.055
"{18, 4}",{6},0.166,0.574,1.087
"{18, 6}",{4},0.166,0.436,1.099
{4},"{19, 6}",0.132,0.334,1.119
{6},"{19, 4}",0.132,0.251,1.1
"{4, 6}",{19},0.132,0.592,1.097
{19},"{4, 6}",0.132,0.246,1.097
"{19, 4}",{6},0.132,0.58,1.1
"{19, 6}",{4},0.132,0.444,1.119
{4},"{6, 30}",0.14,0.354,1.155
{6},"{4, 30}",0.14,0.266,1.102
"{4, 6}",{30},0.14,0.627,1.114
{30},"{4, 6}",0.14,0.249,1.114
"{4, 30}",{6},0.14,0.581,1.102
"{6, 30}",{4},0.14,0.458,1.155
{4},"{34, 6}",0.157,0.397,1.127
{6},"{34, 4}",0.157,0.299,1.109
"{4, 6}",{34},0.157,0.703,1.098
{34},"{4, 6}",0.157,0.246,1.098
"{34, 4}",{6},0.157,0.585,1.109
"{34, 6}",{4},0.157,0.447,1.127
{4},"{48, 6}",0.112,0.282,1.101
{6},"{48, 4}",0.112,0.212,1.075
"{4, 6}",{48},0.112,0.499,1.043
{48},"{4, 6}",0.112,0.233,1.043
"{48, 4}",{6},0.112,0.567,1.075
"{48, 6}",{4},0.112,0.437,1.101
{4},"{16, 6}",0.12,0.302,1.085
{6},"{16, 4}",0.12,0.227,1.112
"{4, 6}",{16},0.12,0.535,1.043
{16},"{4, 6}",0.12,0.233,1.043
"{16, 4}",{6},0.12,0.587,1.112
"{16, 6}",{4},0.12,0.43,1.085
{4},"{26, 6}",0.101,0.254,1.146
{6},"{26, 4}",0.101,0.191,1.114
"{4, 6}",{26},0.101,0.45,1.091
{26},"{4, 6}",0.101,0.244,1.091
"{26, 4}",{6},0.101,0.588,1.114
"{26, 6}",{4},0.101,0.455,1.146
{4},"{32, 6}",0.102,0.257,1.095
{6},"{32, 4}",0.102,0.193,1.145
"{4, 6}",{32},0.102,0.455,1.101
{32},"{4, 6}",0.102,0.247,1.101
"{32, 4}",{6},0.102,0.604,1.145
"{32, 6}",{4},0.102,0.434,1.095
{4},"{18, 14}",0.22,0.554,1.051
{14},"{18, 4}",0.22,0.307,1.057
"{4, 14}",{18},0.22,0.761,1.079
{18},"{4, 14}",0.22,0.312,1.079
"{18, 4}",{14},0.22,0.757,1.057
"{18, 14}",{4},0.22,0.417,1.051
{4},"{19, 14}",0.173,0.436,1.091
{14},"{19, 4}",0.173,0.241,1.057
"{4, 14}",{19},0.173,0.598,1.109
{19},"{4, 14}",0.173,0.32,1.109
"{19, 4}",{14},0.173,0.757,1.057
"{19, 14}",{4},0.173,0.433,1.091
{4},"{21, 14}",0.101,0.256,1.099
{14},"{4, 21}",0.101,0.142,1.082
"{4, 14}",{21},0.101,0.351,1.145
{21},"{4, 14}",0.101,0.331,1.145
"{4, 21}",{14},0.101,0.776,1.082
"{21, 14}",{4},0.101,0.436,1.099
{4},"{28, 14}",0.103,0.261,1.016
{14},"{4, 28}",0.103,0.144,1.071
"{4, 14}",{28},0.103,0.358,1.046
{28},"{4, 14}",0.103,0.302,1.046
"{4, 28}",{14},0.103,0.767,1.071
"{28, 14}",{4},0.103,0.403,1.016
{4},"{14, 30}",0.184,0.463,1.101
{14},"{4, 30}",0.184,0.257,1.062
"{4, 14}",{30},0.184,0.636,1.13
{30},"{4, 14}",0.184,0.326,1.13
"{4, 30}",{14},0.184,0.761,1.062
"{14, 30}",{4},0.184,0.437,1.101
{4},"{34, 14}",0.201,0.505,1.065
{14},"{34, 4}",0.201,0.28,1.039
"{4, 14}",{34},0.201,0.694,1.083
{34},"{4, 14}",0.201,0.313,1.083
"{34, 4}",{14},0.201,0.745,1.039
"{34, 14}",{4},0.201,0.422,1.065
{4},"{44, 14}",0.121,0.306,1.082
{14},"{4, 44}",0.121,0.169,1.076
"{4, 14}",{44},0.121,0.42,1.127
{44},"{4, 14}",0.121,0.326,1.127
"{4, 44}",{14},0.121,0.771,1.076
"{44, 14}",{4},0.121,0.429,1.082
{4},"{48, 14}",0.148,0.374,1.051
{14},"{48, 4}",0.148,0.207,1.051
"{4, 14}",{48},0.148,0.514,1.073
{48},"{4, 14}",0.148,0.31,1.073
"{48, 4}",{14},0.148,0.753,1.051
"{48, 14}",{4},0.148,0.417,1.051
{4},"{49, 14}",0.121,0.306,1.059
{14},"{49, 4}",0.121,0.169,1.065
"{4, 14}",{49},0.121,0.42,1.081
{49},"{4, 14}",0.121,0.312,1.081
"{49, 4}",{14},0.121,0.763,1.065
"{49, 14}",{4},0.121,0.42,1.059
{4},"{16, 14}",0.153,0.386,1.017
{14},"{16, 4}",0.153,0.214,1.046
"{4, 14}",{16},0.153,0.53,1.033
{16},"{4, 14}",0.153,0.298,1.033
"{16, 4}",{14},0.153,0.75,1.046
"{16, 14}",{4},0.153,0.403,1.017
{4},"{26, 14}",0.129,0.326,1.069
{14},"{26, 4}",0.129,0.181,1.053
"{4, 14}",{26},0.129,0.448,1.086
{26},"{4, 14}",0.129,0.314,1.086
"{26, 4}",{14},0.129,0.755,1.053
"{26, 14}",{4},0.129,0.424,1.069
{4},"{12, 14}",0.12,0.304,1.088
{12},"{4, 14}",0.12,0.33,1.141
"{4, 12}",{14},0.12,0.775,1.081
{14},"{4, 12}",0.12,0.168,1.081
"{4, 14}",{12},0.12,0.417,1.141
"{12, 14}",{4},0.12,0.432,1.088
{4},"{42, 14}",0.102,0.257,1.1
{14},"{42, 4}",0.102,0.142,1.054
"{4, 14}",{42},0.102,0.353,1.114
{42},"{4, 14}",0.102,0.322,1.114
"{42, 4}",{14},0.102,0.756,1.054
"{42, 14}",{4},0.102,0.437,1.1
{4},"{46, 14}",0.12,0.304,1.088
{14},"{4, 46}",0.12,0.168,1.065
"{4, 14}",{46},0.12,0.417,1.119
{46},"{4, 14}",0.12,0.323,1.119
"{4, 46}",{14},0.12,0.763,1.065
"{46, 14}",{4},0.12,0.432,1.088
{4},"{32, 14}",0.124,0.314,1.048
{14},"{32, 4}",0.124,0.174,1.031
"{4, 14}",{32},0.124,0.431,1.044
{32},"{4, 14}",0.124,0.302,1.044
"{32, 4}",{14},0.124,0.739,1.031
"{32, 14}",{4},0.124,0.416,1.048
{4},"{18, 19}",0.173,0.437,1.092
{18},"{19, 4}",0.173,0.246,1.076
"{18, 4}",{19},0.173,0.597,1.106
{19},"{18, 4}",0.173,0.321,1.106
"{19, 4}",{18},0.173,0.759,1.076
"{18, 19}",{4},0.173,0.433,1.092
{4},"{18, 28}",0.101,0.255,1.043
{18},"{4, 28}",0.101,0.143,1.064
"{18, 4}",{28},0.101,0.348,1.017
{28},"{18, 4}",0.101,0.295,1.017
"{4, 28}",{18},0.101,0.75,1.064
"{18, 28}",{4},0.101,0.414,1.043
{4},"{18, 30}",0.173,0.435,1.096
{18},"{4, 30}",0.173,0.245,1.013
"{18, 4}",{30},0.173,0.594,1.055
{30},"{18, 4}",0.173,0.306,1.055
"{4, 30}",{18},0.173,0.714,1.013
"{18, 30}",{4},0.173,0.435,1.096
{4},"{18, 34}",0.205,0.516,1.105
{18},"{34, 4}",0.205,0.29,1.077
"{18, 4}",{34},0.205,0.705,1.1
{34},"{18, 4}",0.205,0.319,1.1
"{34, 4}",{18},0.205,0.76,1.077
"{18, 34}",{4},0.205,0.438,1.105
{4},"{18, 44}",0.119,0.299,1.105
{18},"{4, 44}",0.119,0.168,1.07
"{18, 4}",{44},0.119,0.409,1.097
{44},"{18, 4}",0.119,0.318,1.097
"{4, 44}",{18},0.119,0.754,1.07
"{18, 44}",{4},0.119,0.438,1.105
{4},"{48, 18}",0.148,0.374,1.076
{18},"{48, 4}",0.148,0.211,1.068
"{18, 4}",{48},0.148,0.511,1.068
{48},"{18, 4}",0.148,0.31,1.068
"{48, 4}",{18},0.148,0.753,1.068
"{48, 18}",{4},0.148,0.427,1.076
{4},"{49, 18}",0.118,0.299,1.055
{18},"{49, 4}",0.118,0.168,1.056
"{18, 4}",{49},0.118,0.408,1.05
{49},"{18, 4}",0.118,0.305,1.05
"{49, 4}",{18},0.118,0.744,1.056
"{49, 18}",{4},0.118,0.419,1.055
{4},"{16, 18}",0.153,0.387,1.049
{16},"{18, 4}",0.153,0.299,1.03
"{16, 4}",{18},0.153,0.752,1.066
{18},"{16, 4}",0.153,0.218,1.066
"{18, 4}",{16},0.153,0.529,1.03
"{16, 18}",{4},0.153,0.416,1.049
{4},"{18, 26}",0.13,0.329,1.099
{18},"{26, 4}",0.13,0.185,1.079
"{18, 4}",{26},0.13,0.449,1.09
{26},"{18, 4}",0.13,0.316,1.09
"{26, 4}",{18},0.13,0.761,1.079
"{18, 26}",{4},0.13,0.436,1.099
{4},"{18, 12}",0.122,0.309,1.132
{12},"{18, 4}",0.122,0.335,1.155
"{4, 12}",{18},0.122,0.788,1.117
{18},"{4, 12}",0.122,0.174,1.117
"{18, 4}",{12},0.122,0.422,1.155
"{18, 12}",{4},0.122,0.449,1.132
{4},"{18, 46}",0.121,0.306,1.092
{18},"{4, 46}",0.121,0.172,1.092
"{18, 4}",{46},0.121,0.418,1.124
{46},"{18, 4}",0.121,0.326,1.124
"{4, 46}",{18},0.121,0.77,1.092
"{18, 46}",{4},0.121,0.433,1.092
{4},"{32, 18}",0.127,0.32,1.053
{18},"{32, 4}",0.127,0.18,1.067
"{18, 4}",{32},0.127,0.437,1.058
{32},"{18, 4}",0.127,0.307,1.058
"{32, 4}",{18},0.127,0.752,1.067
"{32, 18}",{4},0.127,0.418,1.053
{4},"{19, 30}",0.139,0.352,1.111
{19},"{4, 30}",0.139,0.259,1.07
"{19, 4}",{30},0.139,0.611,1.085
{30},"{19, 4}",0.139,0.248,1.085
"{4, 30}",{19},0.139,0.577,1.07
"{19, 30}",{4},0.139,0.441,1.111
{4},"{34, 19}",0.161,0.405,1.127
{19},"{34, 4}",0.161,0.298,1.107
"{19, 4}",{34},0.161,0.705,1.1
{34},"{19, 4}",0.161,0.251,1.1
"{34, 4}",{19},0.161,0.597,1.107
"{34, 19}",{4},0.161,0.447,1.127
{4},"{48, 19}",0.116,0.292,1.091
{19},"{48, 4}",0.116,0.215,1.088
"{19, 4}",{48},0.116,0.507,1.06
{48},"{19, 4}",0.116,0.242,1.06
"{48, 4}",{19},0.116,0.587,1.088
"{48, 19}",{4},0.116,0.433,1.091
{4},"{16, 19}",0.123,0.311,1.087
{16},"{19, 4}",0.123,0.241,1.054
"{16, 4}",{19},0.123,0.605,1.121
{19},"{16, 4}",0.123,0.229,1.121
"{19, 4}",{16},0.123,0.541,1.054
"{16, 19}",{4},0.123,0.431,1.087
{4},"{26, 19}",0.105,0.265,1.139
{19},"{26, 4}",0.105,0.195,1.136
"{19, 4}",{26},0.105,0.461,1.117
{26},"{19, 4}",0.105,0.255,1.117
"{26, 4}",{19},0.105,0.613,1.136
"{26, 19}",{4},0.105,0.452,1.139
{4},"{34, 30}",0.167,0.421,1.145
{30},"{34, 4}",0.167,0.297,1.102
"{4, 30}",{34},0.167,0.692,1.08
{34},"{4, 30}",0.167,0.261,1.08
"{34, 4}",{30},0.167,0.621,1.102
"{34, 30}",{4},0.167,0.454,1.145
{4},"{44, 30}",0.1,0.252,1.165
{30},"{4, 44}",0.1,0.178,1.128
"{4, 30}",{44},0.1,0.414,1.111
{44},"{4, 30}",0.1,0.268,1.111
"{4, 44}",{30},0.1,0.636,1.128
"{44, 30}",{4},0.1,0.462,1.165
{4},"{48, 30}",0.123,0.31,1.096
{30},"{48, 4}",0.123,0.218,1.106
"{4, 30}",{48},0.123,0.508,1.062
{48},"{4, 30}",0.123,0.256,1.062
"{48, 4}",{30},0.123,0.623,1.106
"{48, 30}",{4},0.123,0.435,1.096
{4},"{49, 30}",0.103,0.261,1.137
{30},"{49, 4}",0.103,0.184,1.154
"{4, 30}",{49},0.103,0.428,1.101
{49},"{4, 30}",0.103,0.266,1.101
"{49, 4}",{30},0.103,0.65,1.154
"{49, 30}",{4},0.103,0.451,1.137
{4},"{16, 30}",0.126,0.319,1.099
{16},"{4, 30}",0.126,0.246,1.02
"{16, 4}",{30},0.126,0.619,1.1
{30},"{16, 4}",0.126,0.225,1.1
"{4, 30}",{16},0.126,0.523,1.02
"{16, 30}",{4},0.126,0.436,1.099
{4},"{26, 30}",0.11,0.278,1.138
{26},"{4, 30}",0.11,0.268,1.109
"{26, 4}",{30},0.11,0.644,1.143
{30},"{26, 4}",0.11,0.196,1.143
"{4, 30}",{26},0.11,0.457,1.109
"{26, 30}",{4},0.11,0.452,1.138
{4},"{46, 30}",0.101,0.254,1.124
{30},"{4, 46}",0.101,0.179,1.134
"{4, 30}",{46},0.101,0.417,1.12
{46},"{4, 30}",0.101,0.271,1.12
"{4, 46}",{30},0.101,0.638,1.134
"{46, 30}",{4},0.101,0.446,1.124
{4},"{32, 30}",0.104,0.262,1.069
{30},"{32, 4}",0.104,0.184,1.093
"{4, 30}",{32},0.104,0.43,1.041
{32},"{4, 30}",0.104,0.251,1.041
"{32, 4}",{30},0.104,0.616,1.093
"{32, 30}",{4},0.104,0.424,1.069
{4},"{34, 44}",0.109,0.275,1.102
{34},"{4, 44}",0.109,0.17,1.081
"{34, 4}",{44},0.109,0.405,1.086
{44},"{34, 4}",0.109,0.292,1.086
"{4, 44}",{34},0.109,0.693,1.081
"{34, 44}",{4},0.109,0.437,1.102
{4},"{48, 34}",0.139,0.352,1.111
{34},"{48, 4}",0.139,0.218,1.104
"{34, 4}",{48},0.139,0.518,1.082
{48},"{34, 4}",0.139,0.291,1.082
"{48, 4}",{34},0.139,0.707,1.104
"{48, 34}",{4},0.139,0.441,1.111
{4},"{49, 34}",0.112,0.283,1.118
{34},"{49, 4}",0.112,0.176,1.103
"{34, 4}",{49},0.112,0.418,1.074
{49},"{34, 4}",0.112,0.289,1.074
"{49, 4}",{34},0.112,0.706,1.103
"{49, 34}",{4},0.112,0.443,1.118
{4},"{16, 34}",0.142,0.358,1.078
{16},"{34, 4}",0.142,0.277,1.029
"{16, 4}",{34},0.142,0.696,1.087
{34},"{16, 4}",0.142,0.222,1.087
"{34, 4}",{16},0.142,0.528,1.029
"{16, 34}",{4},0.142,0.428,1.078
{4},"{26, 34}",0.12,0.302,1.12
{26},"{34, 4}",0.12,0.29,1.079
"{26, 4}",{34},0.12,0.698,1.09
{34},"{26, 4}",0.12,0.187,1.09
"{34, 4}",{26},0.12,0.445,1.079
"{26, 34}",{4},0.12,0.444,1.12
{4},"{34, 12}",0.104,0.263,1.108
{12},"{34, 4}",0.104,0.286,1.062
"{4, 12}",{34},0.104,0.672,1.048
{34},"{4, 12}",0.104,0.163,1.048
"{34, 4}",{12},0.104,0.388,1.062
"{34, 12}",{4},0.104,0.44,1.108
{4},"{34, 46}",0.114,0.287,1.134
{34},"{4, 46}",0.114,0.178,1.125
"{34, 4}",{46},0.114,0.423,1.135
{46},"{34, 4}",0.114,0.306,1.135
"{4, 46}",{34},0.114,0.721,1.125
"{34, 46}",{4},0.114,0.45,1.134
{4},"{32, 34}",0.119,0.299,1.08
{32},"{34, 4}",0.119,0.288,1.069
"{32, 4}",{34},0.119,0.705,1.1
{34},"{32, 4}",0.119,0.185,1.1
"{34, 4}",{32},0.119,0.441,1.069
"{32, 34}",{4},0.119,0.428,1.08
{4},"{16, 48}",0.103,0.259,1.045
{16},"{48, 4}",0.103,0.2,1.016
"{16, 4}",{48},0.103,0.503,1.051
{48},"{16, 4}",0.103,0.215,1.051
"{48, 4}",{16},0.103,0.521,1.016
"{16, 48}",{4},0.103,0.415,1.045
{6},"{11, 14}",0.108,0.204,1.026
{11},"{6, 14}",0.108,0.382,0.986
"{11, 6}",{14},0.108,0.716,0.999
{14},"{11, 6}",0.108,0.15,0.999
"{6, 14}",{11},0.108,0.278,0.986
"{11, 14}",{6},0.108,0.541,1.026
{6},"{18, 11}",0.112,0.212,1.034
{11},"{18, 6}",0.112,0.396,1.039
"{11, 6}",{18},0.112,0.743,1.054
{18},"{11, 6}",0.112,0.159,1.054
"{18, 6}",{11},0.112,0.293,1.039
"{18, 11}",{6},0.112,0.546,1.034
{6},"{34, 11}",0.105,0.199,1.051
{11},"{34, 6}",0.105,0.373,1.058
"{11, 6}",{34},0.105,0.698,1.09
{34},"{11, 6}",0.105,0.164,1.09
"{34, 6}",{11},0.105,0.298,1.058
"{34, 11}",{6},0.105,0.555,1.051
{6},"{18, 14}",0.29,0.549,1.041
{14},"{18, 6}",0.29,0.404,1.059
"{6, 14}",{18},0.29,0.747,1.059
{18},"{6, 14}",0.29,0.411,1.059
"{18, 6}",{14},0.29,0.759,1.059
"{18, 14}",{6},0.29,0.549,1.041
{6},"{19, 14}",0.221,0.418,1.047
{14},"{19, 6}",0.221,0.308,1.032
"{6, 14}",{19},0.221,0.569,1.054
{19},"{6, 14}",0.221,0.409,1.054
"{19, 6}",{14},0.221,0.739,1.032
"{19, 14}",{6},0.221,0.552,1.047
{6},"{20, 14}",0.119,0.226,1.103
{14},"{20, 6}",0.119,0.167,1.091
"{6, 14}",{20},0.119,0.308,1.139
{20},"{6, 14}",0.119,0.441,1.139
"{20, 6}",{14},0.119,0.782,1.091
"{20, 14}",{6},0.119,0.582,1.103
{6},"{21, 14}",0.137,0.259,1.115
{14},"{21, 6}",0.137,0.191,1.065
"{6, 14}",{21},0.137,0.353,1.151
{21},"{6, 14}",0.137,0.446,1.151
"{21, 6}",{14},0.137,0.764,1.065
"{21, 14}",{6},0.137,0.588,1.115
{6},"{28, 14}",0.149,0.283,1.102
{14},"{28, 6}",0.149,0.208,1.066
"{6, 14}",{28},0.149,0.385,1.124
{28},"{6, 14}",0.149,0.436,1.124
"{28, 6}",{14},0.149,0.764,1.066
"{28, 14}",{6},0.149,0.581,1.102
{6},"{30, 14}",0.235,0.445,1.056
{14},"{30, 6}",0.235,0.327,1.067
"{6, 14}",{30},0.235,0.605,1.074
{30},"{6, 14}",0.235,0.416,1.074
"{6, 30}",{14},0.235,0.765,1.067
"{14, 30}",{6},0.235,0.557,1.056
{6},"{34, 14}",0.265,0.503,1.059
{14},"{34, 6}",0.265,0.37,1.05
"{6, 14}",{34},0.265,0.684,1.068
{34},"{6, 14}",0.265,0.414,1.068
"{34, 6}",{14},0.265,0.753,1.05
"{34, 14}",{6},0.265,0.559,1.059
{6},"{44, 14}",0.155,0.295,1.042
{14},"{44, 6}",0.155,0.217,1.055
"{6, 14}",{44},0.155,0.401,1.075
{44},"{6, 14}",0.155,0.417,1.075
"{44, 6}",{14},0.155,0.756,1.055
"{44, 14}",{6},0.155,0.55,1.042
{6},"{48, 14}",0.194,0.367,1.032
{14},"{48, 6}",0.194,0.27,1.057
"{6, 14}",{48},0.194,0.5,1.044
{48},"{6, 14}",0.194,0.405,1.044
"{48, 6}",{14},0.194,0.757,1.057
"{48, 14}",{6},0.194,0.545,1.032
{6},"{49, 14}",0.164,0.311,1.077
{14},"{49, 6}",0.164,0.229,1.068
"{6, 14}",{49},0.164,0.423,1.089
{49},"{6, 14}",0.164,0.422,1.089
"{49, 6}",{14},0.164,0.765,1.068
"{49, 14}",{6},0.164,0.568,1.077
{3},"{6, 14}",0.1,0.42,1.084
{6},"{3, 14}",0.1,0.19,1.085
"{3, 6}",{14},0.1,0.748,1.044
{14},"{3, 6}",0.1,0.14,1.044
"{3, 14}",{6},0.1,0.573,1.085
"{6, 14}",{3},0.1,0.258,1.084
{6},"{14, 15}",0.12,0.228,1.034
{14},"{6, 15}",0.12,0.168,1.026
"{6, 14}",{15},0.12,0.311,1.018
{15},"{6, 14}",0.12,0.395,1.018
"{6, 15}",{14},0.12,0.735,1.026
"{14, 15}",{6},0.12,0.545,1.034
{6},"{16, 14}",0.209,0.395,1.041
{14},"{16, 6}",0.209,0.291,1.046
"{6, 14}",{16},0.209,0.538,1.048
{16},"{6, 14}",0.209,0.406,1.048
"{16, 6}",{14},0.209,0.749,1.046
"{16, 14}",{6},0.209,0.549,1.041
{6},"{26, 14}",0.167,0.316,1.036
{14},"{26, 6}",0.167,0.233,1.051
"{6, 14}",{26},0.167,0.43,1.043
{26},"{6, 14}",0.167,0.405,1.043
"{26, 6}",{14},0.167,0.753,1.051
"{26, 14}",{6},0.167,0.546,1.036
{2},"{6, 14}",0.119,0.436,1.124
{6},"{2, 14}",0.119,0.225,1.115
"{2, 6}",{14},0.119,0.769,1.073
{14},"{2, 6}",0.119,0.166,1.073
"{2, 14}",{6},0.119,0.588,1.115
"{6, 14}",{2},0.119,0.306,1.124
{6},"{12, 14}",0.155,0.293,1.052
{12},"{6, 14}",0.155,0.424,1.093
"{12, 6}",{14},0.155,0.766,1.068
{14},"{12, 6}",0.155,0.216,1.068
"{6, 14}",{12},0.155,0.399,1.093
"{12, 14}",{6},0.155,0.555,1.052
{6},"{42, 14}",0.127,0.242,1.033
{14},"{42, 6}",0.127,0.178,1.062
"{6, 14}",{42},0.127,0.329,1.036
{42},"{6, 14}",0.127,0.402,1.036
"{42, 6}",{14},0.127,0.761,1.062
"{42, 14}",{6},0.127,0.545,1.033
{6},"{46, 14}",0.156,0.297,1.063
{14},"{46, 6}",0.156,0.218,1.035
"{6, 14}",{46},0.156,0.404,1.084
{46},"{6, 14}",0.156,0.42,1.084
"{46, 6}",{14},0.156,0.742,1.035
"{46, 14}",{6},0.156,0.561,1.063
{6},"{32, 14}",0.173,0.327,1.093
{14},"{32, 6}",0.173,0.241,1.028
"{6, 14}",{32},0.173,0.445,1.078
{32},"{6, 14}",0.173,0.418,1.078
"{32, 6}",{14},0.173,0.736,1.028
"{32, 14}",{6},0.173,0.576,1.093
{6},"{14, 39}",0.129,0.244,1.042
{14},"{6, 39}",0.129,0.18,1.056
"{6, 14}",{39},0.129,0.332,1.051
{39},"{6, 14}",0.129,0.408,1.051
"{6, 39}",{14},0.129,0.757,1.056
"{14, 39}",{6},0.129,0.55,1.042
{6},"{29, 14}",0.118,0.224,1.113
{14},"{29, 6}",0.118,0.165,1.033
"{6, 14}",{29},0.118,0.305,1.087
{29},"{6, 14}",0.118,0.421,1.087
"{29, 6}",{14},0.118,0.741,1.033
"{29, 14}",{6},0.118,0.587,1.113
{6},"{38, 14}",0.114,0.216,1.056
{14},"{38, 6}",0.114,0.159,1.079
"{6, 14}",{38},0.114,0.293,1.091
{38},"{6, 14}",0.114,0.423,1.091
"{38, 6}",{14},0.114,0.773,1.079
"{38, 14}",{6},0.114,0.557,1.056
{6},"{18, 19}",0.222,0.421,1.052
{18},"{19, 6}",0.222,0.315,1.055
"{18, 6}",{19},0.222,0.581,1.077
{19},"{18, 6}",0.222,0.411,1.077
"{19, 6}",{18},0.222,0.744,1.055
"{18, 19}",{6},0.222,0.555,1.052
{6},"{18, 20}",0.116,0.221,1.095
{18},"{20, 6}",0.116,0.165,1.081
"{18, 6}",{20},0.116,0.305,1.127
{20},"{18, 6}",0.116,0.43,1.127
"{20, 6}",{18},0.116,0.762,1.081
"{18, 20}",{6},0.116,0.578,1.095
{6},"{18, 21}",0.134,0.255,1.145
{18},"{21, 6}",0.134,0.191,1.064
"{18, 6}",{21},0.134,0.352,1.149
{21},"{18, 6}",0.134,0.439,1.149
"{21, 6}",{18},0.134,0.75,1.064
"{18, 21}",{6},0.134,0.604,1.145
{6},"{18, 28}",0.143,0.271,1.111
{18},"{28, 6}",0.143,0.203,1.04
"{18, 6}",{28},0.143,0.375,1.095
{28},"{18, 6}",0.143,0.418,1.095
"{28, 6}",{18},0.143,0.733,1.04
"{18, 28}",{6},0.143,0.586,1.111
{6},"{18, 30}",0.222,0.42,1.059
{18},"{6, 30}",0.222,0.314,1.025
"{18, 6}",{30},0.222,0.58,1.031
{30},"{18, 6}",0.222,0.393,1.031
"{6, 30}",{18},0.222,0.723,1.025
"{18, 30}",{6},0.222,0.558,1.059
{6},"{18, 34}",0.262,0.497,1.064
{18},"{34, 6}",0.262,0.372,1.054
"{18, 6}",{34},0.262,0.686,1.071
{34},"{18, 6}",0.262,0.409,1.071
"{34, 6}",{18},0.262,0.743,1.054
"{18, 34}",{6},0.262,0.562,1.064
{6},"{18, 44}",0.153,0.29,1.069
{18},"{44, 6}",0.153,0.217,1.055
"{18, 6}",{44},0.153,0.4,1.073
{44},"{18, 6}",0.153,0.41,1.073
"{44, 6}",{18},0.153,0.744,1.055
"{18, 44}",{6},0.153,0.564,1.069
{6},"{48, 18}",0.191,0.361,1.039
{18},"{48, 6}",0.191,0.27,1.056
"{18, 6}",{48},0.191,0.499,1.042
{48},"{18, 6}",0.191,0.398,1.042
"{48, 6}",{18},0.191,0.744,1.056
"{48, 18}",{6},0.191,0.548,1.039
{6},"{49, 18}",0.163,0.31,1.095
{18},"{49, 6}",0.163,0.232,1.081
"{18, 6}",{49},0.163,0.428,1.102
{49},"{18, 6}",0.163,0.421,1.102
"{49, 6}",{18},0.163,0.762,1.081
"{49, 18}",{6},0.163,0.578,1.095
{3},"{18, 6}",0.1,0.422,1.104
{6},"{18, 3}",0.1,0.19,1.089
"{3, 6}",{18},0.1,0.751,1.065
{18},"{3, 6}",0.1,0.142,1.065
"{18, 3}",{6},0.1,0.574,1.089
"{18, 6}",{3},0.1,0.263,1.104
{6},"{18, 15}",0.124,0.235,1.057
{15},"{18, 6}",0.124,0.407,1.065
"{6, 15}",{18},0.124,0.758,1.075
{18},"{6, 15}",0.124,0.176,1.075
"{18, 6}",{15},0.124,0.325,1.065
"{18, 15}",{6},0.124,0.558,1.057
{6},"{16, 18}",0.204,0.387,1.05
{16},"{18, 6}",0.204,0.398,1.042
"{16, 6}",{18},0.204,0.734,1.041
{18},"{16, 6}",0.204,0.29,1.041
"{18, 6}",{16},0.204,0.535,1.042
"{16, 18}",{6},0.204,0.554,1.05
{6},"{18, 26}",0.164,0.311,1.04
{18},"{26, 6}",0.164,0.233,1.051
"{18, 6}",{26},0.164,0.43,1.043
{26},"{18, 6}",0.164,0.398,1.043
"{26, 6}",{18},0.164,0.741,1.051
"{18, 26}",{6},0.164,0.548,1.04
{2},"{18, 6}",0.116,0.425,1.113
{6},"{2, 18}",0.116,0.219,1.084
"{2, 6}",{18},0.116,0.749,1.063
{18},"{2, 6}",0.116,0.164,1.063
"{2, 18}",{6},0.116,0.572,1.084
"{18, 6}",{2},0.116,0.303,1.113
{6},"{18, 12}",0.151,0.287,1.053
{12},"{18, 6}",0.151,0.415,1.086
"{12, 6}",{18},0.151,0.749,1.063
{18},"{12, 6}",0.151,0.215,1.063
"{18, 6}",{12},0.151,0.397,1.086
"{18, 12}",{6},0.151,0.556,1.053
{6},"{18, 42}",0.12,0.227,1.013
{18},"{42, 6}",0.12,0.17,1.014
"{18, 6}",{42},0.12,0.314,0.989
{42},"{18, 6}",0.12,0.377,0.989
"{42, 6}",{18},0.12,0.715,1.014
"{18, 42}",{6},0.12,0.534,1.013
{6},"{18, 46}",0.165,0.312,1.115
{18},"{46, 6}",0.165,0.234,1.109
"{18, 6}",{46},0.165,0.432,1.16
{46},"{18, 6}",0.165,0.443,1.16
"{46, 6}",{18},0.165,0.782,1.109
"{18, 46}",{6},0.165,0.588,1.115
{6},"{32, 18}",0.176,0.334,1.1
{18},"{32, 6}",0.176,0.25,1.067
"{18, 6}",{32},0.176,0.462,1.118
{32},"{18, 6}",0.176,0.427,1.118
"{32, 6}",{18},0.176,0.752,1.067
"{32, 18}",{6},0.176,0.58,1.1
{6},"{18, 39}",0.126,0.24,1.049
{18},"{6, 39}",0.126,0.179,1.054
"{18, 6}",{39},0.126,0.331,1.048
{39},"{18, 6}",0.126,0.4,1.048
"{6, 39}",{18},0.126,0.743,1.054
"{18, 39}",{6},0.126,0.553,1.049
{6},"{18, 29}",0.123,0.233,1.103
